idsubproduto,descricaoproduto,flaginativo,idsecao,idgrupo,idsubgrupo,descrsecao,descrgrupo,descrsubgrupo
80294,CESTO P/TALHERES C/8 COMPARTIM. CINZA - 8FBNH43415-DAYHOME,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
82912,CESTO QUAD.C/ALCA RET. YK1130 - MIMO,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
19946,CESTO REDONDO 23 RATTAN 8108510020 - YOI,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
19925,CESTO REDONDO 36 RATTAN 8108510018 - YOI,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
8970,CESTO REDONDO 45 RATTAN 8108510017 - YOI,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
29202,CESTO REDONDO EBANO YK1517 5506 MIMO,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
82921,CESTO RET.CLARO GRANDE- 3906- MIMO,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
82917,CESTO RET.CLARO MULT. YK11603- MIMO,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
82919,CESTO RET.CLARO PEQ.3904- MIMO,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
55662,CHAIRA DIAMANTADA "10" 24032/010 PROFIO - TRAMONTINA,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
33583,CHALEIRA 5970 110V (BVSTKT5970-017) - OSTER,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
53968,CHALEIRA APITO FIXO 2L CH25 INOX - MUNDIAL,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
53972,CHALEIRA APITO FIXO 2L CH25-VS VERMELHA - MUNDIAL,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
56315,CHALEIRA BRONZE 6016 SJ1785BZ - MIMO,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
32978,CHALEIRA COLONIAL 1700ML CHOCOLATE (N52239) - CERAFLANE,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
32980,CHALEIRA COLONIAL 1700ML POMODORO (N522619) - CERAFLANE,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
38607,CHALEIRA ELETRICA 127V COLORS 1L AMARELO CEL314127 CADENCE,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
32976,CHALEIRA TROPEIRO 2300ML CHOCOLATE (N53239) - CERAFLANE,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
32977,CHALEIRA TROPEIRO 2300ML POMODORO (N532119) - CERAFLANE,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
74073,CHALEIRA TWIST 1400ML POMODORO N59976- CERAFLAME,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
74075,CHALEIRA TWIST 1400ML PRETO N59911- CERAFLAME,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
82296,CHALEIRA VIDRO C/INFUSOR 550ML -UD233102- UNY GIFT,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
83017,CHAMPANHEIRA INOX 40CM AN2216 8506 - MIMO,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
30757,"CHAMPANHEIRA REDONDA (21139) 13,5L FERRO GALV. - FULL FIT",T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
66250,CHURRASQUEIRA CAR/ C/ TAMPA TCP-3240L 26500003 TRAMONTINA,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
55722,CILINDRO 28CM 445-120 SUPER MARIELLA CROMADO - ANODILAR,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
82393,CILINDRO INOX MANUAL MASSAS - UD170112- UNY GIFT,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
49507,CILINDRO LAMINADOR C/CORT. AMARELO (4892-1799) - ANODILAR,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
49505,CILINDRO LAMINADOR C/CORT. VERM. (5244-1804) - ANODILAR,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
1903,CILINDRO MANUAL 40CM 5344 PICELLI,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
1909,CILINDRO MANUAL FIRENZE BCMF-300 BRAESI,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
1916,CILINDRO MANUAL MIRELLA 910 MALTA,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
3526,CILINDRO MANUAL MIRELLA ENGREN.ALUM. 912 MALTA,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
54220,CILINDRO MANUAL P/MASSA VENEZA B6449 - BRAESI,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
1922,CILINDRO MANUAL TALHARIM 926 MALTA,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
1924,CILINDRO MANUAL TALHARIM MASSA FACIL 920 MALTA,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
40506,CILINDRO MIRELLA 28CM REF. 970 ALUMINIO - MALTA,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
55531,CJ 13 PCS P/ HAMBURGUERS PROGRESSIVE PR-HPM76R - HUDSON,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
62275,CJ 2 CANUDOS INOX+ESCOVA LIMPEZA UC-005 - HUDSON,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
58550,CJ 2 COLHERES P/DECORACAO FK-682217 - HUDSON,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
58502,CJ 2 GARRAFAS P/AZEITE/VINAGRE PB-80109-2 - HUDSON,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
58484,CJ 6 MINI POTES C/TAMPA NG-JSEL316 - HUDSON,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
62269,CJ 6 SACOS A VACUO P/ROUPAS ID-062-30 - HUDSON,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
62332,CJ 9 CORTADORES DE BISCOITOS/FORMAS FK-42961 - HUDSON,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
62354,CJ DE CLIP CURVADO PR-6012 - HUDSON,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
62657,CJ DE UTENSILIOS P/COOKIES (CJUC-007) - ETILUX,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
62665,CJ FONDUE BRUXELAS (CJFN-016) - ETILUX,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
62669,CJ FONDUE LAUSANNE PT (CJFN-021) - ETILUX,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
62667,CJ FONDUE LAUSANNE VM (CJFN-022) - ETILUX,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
62661,CJ FONDUE LUCERNA 11PCS (CJFN-009PR) - ETILUX,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
63196,CJ FONDUE LUCERNA VM 11PCS (CJFN-009VM) - ETILUX,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
62663,CJ FONDUE ZERMATT VM (CJFN-014) - ETILUX,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
63060,CJ POTES 3PCS 330/510/700 (VDA04008) - RIO DE OURO,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
52757,CJPOTE VIDRO HERMETICO QUAD 300ML VERM VDR8821  - EUROINOX,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
5972,COADOR DE CAFE INOX REUTIL UD190160 - UNY GIFT,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
74005,COADOR DE CAFE INOX REUTIL. M UD190166 - UNY GIFT,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
62771,COLHER "VERANO" VERMELHA 25571/170 NYLON - TRAMONTINA,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
61560,COLHER AVULSA AZUL REF.604 - SANTANA,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
56295,COLHER BAILARINA BRONZE 6151 AC1847BZ - MIMO,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
74610,COLHER BAILARINA INOX 6152 AC1847 - MIMO,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
61693,COLHER DE ARROZ P/SERVIR 26CM ATA 2054 - MIMO,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
38311,COLHER DE ARROZ REST X VMF 5467 OU,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
62409,COLHER DE NYLON C/CABO (UD190115) - UNY GIFT,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
88706,"COLHER DE SERVIR DE SILICONE VERMELHO 22,7CM SU211325 - UNY GIFT",F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
82300,COLHER DE SERVIR INOX UD16102- UNY GIFT,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
88616,COLHER DE SILICONE MARMOL SN24482M 10750 - MIMO,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
52448,COLHER DE SORVETE UD170212 - UNY GIFT,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
38292,COLHER DE SORVETE X VMF 5431 OU,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
70634,COLHER DOSADORA DE BRIGADEIROS ASA19032- 6453 - MIMO,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
55561,COLHER GX9057 C/GANCHO INOX STAR 30CM - MARCAMIX,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
88754,COLHER INDUSTRIAL 60 CM COM CAVO 10860 - JOLLY,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
74526,COLHER MEDIDORA BALANCA 500G - BC220701- UNY GIFT,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
82298,COLHER NYLON C/CABO INOX -UD190115 -UNY GIFT,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
52897,COLHER P/ ARROZ ASA2 (397) - MIMO,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
52903,COLHER P/ ESPAGUETE ASA5 (432) - MIMO,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
55559,COLHER P/ARROZ C/GANCHO STAR GX9058 - MARCAMIX,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
3990,COLHER P/ARROZ INOX UTILITA 25654/400 TRAMONTINA,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
62299,COLHER P/SORVETE 5CM FK-45984 - HUDSON,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
82304,COLHER PROF. P/SORVETE TERMICA USB-UD231617- UNY GIFT,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
82302,COLHER SERVIR PR SILICONE -SU211308- UNY GIFT,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
72620,COLHER SILICONE PRETA 6105 SN1737P- MIMO,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
32949,"COLHER SORVETE C/CABO BAMBU COZI 4,3X19,5CM (8110520010)-YOI",T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
87349,COLHERES MEDIDORAS 4 PEÇAS ASA1502 5517 - MIMO,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
56147,CONCHA 25223/470 INOX EASY VERMELHA - TRAMONTINA,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
52895,CONCHA ASA1 (386) -  MIMO,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
52995,CONCHA DE SILICONE (UD170126) - UNY GIFT,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
88617,CONCHA DE SILICONE MARMOL SN24483M 10751 - MIMO,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
55563,CONCHA MOLHO VICTORIA GX0260 - MARCAMIX,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
5673,CONCHA P/MOLHO (722) - CLASS HOME,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
61695,CONCHA P/SERVIR 20CM ATC 6854 - MIMO,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
56145,CONCHA P/SORVETE 25607/170 INOX VERMELHA - TRAMONTINA,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
82422,CONCHA SORVETE PROF. ALUMINIO- UD231501- UNY GIFT,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
57913,"CONCHA TERRINA 30,5CM 2258/351 DUO VERMELHO - BRINOX",T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
40589,CONCHA TERRINA SILICONE VERMELHO 32CM 2257/353 - BRINOX,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
55565,CONCHA TERRINA VICTORIA GX2091 - MARCAMIX,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
82216,CONJ 6 AGOLAS P/GUARDANAPO RATTAN HH-0206- HUDSON,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
32950,CONJ CHURRASCO PREMIUM BBQ COZI GRIP 3PCS (8110520011)-YOI,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
33648,CONJ DE FACA/CHAIRA 9 219 IM (6) - COQUEIRO,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
34929,"CONJ DE PANELAS 5 PCS CER LIFE 2,5 (4740/405) - BRINOX",T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
34923,CONJ DE PANELAS 5 PCS CER LIFE 4.5 AZ(4720/101) - BRINOX,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
34925,CONJ DE PANELAS 5 PCS CER LIFE 4.5 BORDO(4720/102) - BRINOX,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
69105,CONJ FONDUE 10 PCS 1242/116,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
69103,CONJ FONDUE 17PCS 1249/116,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
32294,CONJ FRIGIDEIRA 28CM+FRIG WOK 28CM 3900-0019 HAPPYCALL,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
47705,CONJ PANELAS 4PCS 4793/102 5MM UNIQUE CARAMELO - BRINOX,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
47697,CONJ PANELAS 5PCS 4789/100 CER. LIFE SMART VRM - BRINOX,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
47707,CONJ PANELAS 5PCS 4790/100 PISTACHE SELECT - BRINOX,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
47204,CONJ PANELAS 5PCS GARLIC GRF 7000/100 - BRINOX,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
33008,CONJ PREMIERE 5PCS PR/MR (J512545) - CERAFLANE,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
55664,CONJ TALHERES PRETO 23399/091 24PC IPANEMA INOX - TRAMONTINA,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
55668,CONJ TALHERES ROXO 23399/991 24PC IPANEMA INOX - TRAMONTINA,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
55666,CONJ TALHERES VERM. 23399/791 24PC IPANEMA INOX - TRAMONTINA,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
53910,CONJ. P/CHURRASCO 12PCS CH5542/12 - SIMONAGGIO,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
53920,CONJ. P/CHURRASCO 2PCS (350.302) - SIMONAGGIO,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
53912,CONJ. P/CHURRASCO 2PCS (350.302.9)- SIMONAGGIO,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
53908,CONJ. P/CHURRASCO 3PCS (350.303) - SIMONAGGIO,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
53916,CONJ. P/CHURRASCO 3PCS CH560/3 - SIMONAGGIO,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
53914,CONJ. P/CHURRASCO 4PCS (350.304) SIMONAGGIO,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
53918,CONJ. P/CHURRASCO 5PCS CH560/5 - SIMONAGGIO,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
34701,CONJ. POMODORO PREMIERE 5PCS J51261419 - CERAFLAME,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
33012,CONJ. POMODORO SMART DUO+ 5PCS J5881686 - CERAFLAME,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
74077,CONJ. POMODORO TWIST 5PCS J627646 - CERAFLAME,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
74079,CONJ. PRETO TWIST 5PCS J627141 - CERAFLAME,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
29183,CONJ. XICARA MEDIDORAS 4 PECAS ASA1501 (5513) - MIMO,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
20471,CONJ.BOWLS INOX GMIXG CASAMBIENTE,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
20474,CONJ.BOWLS INOX GMIXR CASAMBIENTE,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
30481,CONJ.COLHERES MEDIDORAS C/4 COD.10865 JOLLY,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
25082,CONJ.COLHERES MEDIDORAS SR806 SANREMO,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
4924,CONJ.FACA INOX 3PC PREMIUM 24499/811 TRAMONTINA,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
19603,CONJ.FACAS CEPO C/5 + TES 8206-5PR HERCULES MUNDIAL,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
19604,CONJ.FACAS CEPO C/5 + TES 8206-5VD HERCULES MUNDIAL,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
19600,CONJ.FACAS CEPO C/5 AZ 4300-5AZ MUNDIAL,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
27768,CONJ.FONDUE 11PCS HH7878 PT - EUROINOX,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
32295,CONJ.FRIGID 20CM+FRIG 26CM+FRIG WOK 26CM 3900-0051 HAPPYCALL,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
20089,CONJ.FUNDUE 11PCS HH7878 VM - EUROINOX,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
6285,CONJ.MANTIMENTO 04PC METAL UNY GIFT,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
6287,CONJ.MANTIMENTO 05PC UNY GIFT,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
5103,CONJ.MEDIDA INOX COLHER 4PC (CM4) - HERCULES,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
31153,CONJ.PANELA 5PC MONACO COBRE 20899/350 - TRAMONTINA,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
82209,CONJ.PRATO/TP BOLO RATTAN MEDIO - HH0217- HUDSON,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
3390,CONJ.PROM.(CD01/DB02 EMB.PLAST.)KP02 KEITA,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
25083,CONJ.XICARAS MEDIDORAS SR807 SANREMO,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
32712,CONJUNTO DE TALHERES P/ SALADA 2PCS (1042.5) CRISTAL - ADB,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
32972,CONJUNTO FEIJOADA 4PCS CHOCOLATE (J56805) - CERAFLANE,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
33013,CONJUNTO FONDUE 14PCS POMODORO - CERAFLANE,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
77660,CONJUNTO FONDUE 8 PCS VERM. 1256/101- BRINOX,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
7663,COPO MEDIDOR 500ML SR804 SANREMO,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
82306,COPO MEDIDOR C/ALCA MADEIRA- UD241002- UNY GIFT,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
62336,COPO MEDIDOR PLASTICO C/ALCA PR-3405 - HUDSON,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
82605,COPO MIXING GLASS P/MIXOLOGIA VIDRO 750ML- 28582-FULL FIT,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
32992,COPO PLASTIC 240ML ALECRIM/BRA  (108882G) - CERAFLANE,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
34695,COPO PLASTIC 240ML AMAR/BRANCO GR (080720G) - CERAFLANE,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
32993,COPO PLASTIC 240ML BRANCO  (080700G) - CERAFLANE,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
32991,COPO PLASTIC 240ML VERM/BRA GR (080710G) - CERAFLANE,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
38409,COPO TULIPA VITRA "P" 200ML NATURAL (CT 530 NT) - OU,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
83039,COPO VIDRO BRAIDED VD23238- MIMO,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
83047,COQUETEL.PROF.BOSTON AN953- MIMO,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
56303,COQUETELEIRA 750ML INOX BRONZE 6256 AN811BZ - MIMO,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
41224,COQUETELEIRA INOX 500ML 10X10X21CM IN1356 - EUROINOX,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
82949,COQUETELEIRA INOX -750ML ONIX AN811X- MIMO,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
82308,COQUETELEIRA VIDRO C/TAMPA INOX 400ML-BR231901- UNY GIFT,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
55726,CORTA FACIL MASSA DE PASTEL 1077 - ANODILAR,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
3340,CORTADOR BATATA PALITO CBP01 KEITA,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
62695,CORTADOR DE BISCOITO 5185-1796 AMARELO PRIMACOR - ANODILAR,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
41046,CORTADOR DE FRUTAS MELANCIA (REF UD16013) - UNY GIFT,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
6279,CORTADOR DE FRUTAS UD16015 - UNY GIFT,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
43152,CORTADOR DE LEGUMES ESPIRAL 2600/111 DESCOMPLICA,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
45252,CORTADOR DE LEGUMES ESPIRAL SF1623  5709 - MIMO,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
62297,CORTADOR DE OVOS FIO INOX FK-41901 - HUDSON,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
52444,CORTADOR DE PIZZA UD170214 - UNY GIFT,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
38296,CORTADOR DE PIZZA X PTF 6141 OU,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
61356,CORTADOR DE PIZZA/PAES ASA19254 6872 - MIMO,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
52799,CORTADOR INOX P/ PIZZA (13030101) - IMELTRON,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
3344,CORTADOR LEGUMES CD01 KEITA,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
62324,CORTADOR MANUAL DE BOLO 31CM FIO INOX FK-43403 - HUDSON,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
21569,"CORTADOR MASSA 17,5CM 2202/319 BRINOX",F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
4142,"CORTADOR MASSA ASTI 19,5CM 2221/319 BRINOX",T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
65839,CORTADOR MASSA BISCOITO 15CM GLACE (3502/112) BRINOX,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
7869,"CORTADOR MASSA P/RAVIOLLI INOX 18,4 32333 JOLLY",T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
4308,CORTADOR MASSA PIZZA PRECISION 10CM 2508/306 BRINOX,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
60394,CORTADOR P/PIZZA 25625/180 UTILITA - TRAMONTINA,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
64190,CORTADOR P/PIZZA PROFISSIONAL BRANCA 24686/180 - TRAMONTINA,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
55682,CORTADOR PIZZA  25625/170 EASY VERMELHA - TRAMONTINA,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
5344,CORTADOR PIZZA ASA 14 MIMO,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
4148,CORTADOR PIZZA MULT.PRATICO 2202/355 BRINOX,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
4310,CORTADOR PIZZA PLUS PRECISION 2509/307 BRINOX,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
82310,CORTADOR/PEGADOR PIZZA INOX -UD15071 -UNY GIFT,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
82312,CORTADORES DECOR. 9PCS- UD23162-UNY GIFT,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
5168,CREMEIRA 100ML HERCULES UMP42 MUNDIAL,T,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
82356,CREMEIRA INOX 600ML - UD230114- UNY GIFT,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
41314,CREMEIRA LUNA 350 ML VERMELHO (CL 210 VMF) - OU,F,4,99,203,Utilidades,Acessórios para cozinha,Acessórios para cozinha
